GeneName	rank
ALDH3A2	-8.13496705649231
SLC39A8	-8.07583438233345
CFAP69	-8.06167268180161
TPPP3	-8.02914840387201
TTC39A	-7.96887962114273
PPP1R1B	-7.95308923923979
RNU2-61P	-7.91373228706472
SINHCAF	-7.90926140243666
FKBP4	-7.89757807110809
GATA2	-7.88396262885248
SPATA13	-7.8760327197747
ACSM3	-7.8378288903799
PHLDB2	-7.82135621195081
IARS1	-7.81669651870122
MYNN	-7.76007143392053
SEC11A	-7.7358775722289
CADPS2	-7.71971585358719
CPNE7	-7.70905113858697
KRT7	-7.69824028254429
DNAJC22	-7.66025814661177
SCNN1A	-7.62032386665018
ERBB3	-7.60903128239587
XBP1	-7.60724668360653
GRIN3A	-7.60700792840766
DNAJC10	-7.56314574486337
ZBTB10	-7.50627400932216
NIBAN2	-7.48518947475225
S100A10	-7.47993361303167
SLC7A11	-7.4494133830274
LNX1	-7.42342075634353
SLC38A1	-7.36849217823157
SCARNA10	-7.3676820232345
DANCR	-7.35888230903842
CITED2	-7.34932875973138
RNU4-2	-7.3386383286078
NDRG1	-7.33756232479537
PERP	-7.28223815567688
ST3GAL1	-7.25815542200824
ST6GAL1	-7.25042724588438
ENO1	-7.24856986811111
ZDHHC8BP	-7.23743880539815
EHF	-7.22232746945861
PRKAR2B	-7.17328318477888
CD9	-7.1093888994935
MDK	-7.09281157719095
INPP4B	-7.05297749747891
BEX1	-7.04823494951492
TEAD1	-7.03669714683288
BMPR1B	-7.01995994071997
SNHG8	-7.01982065948251
EPHX2	-7.01144663421553
RHOC	-7.0078570475765
CYCS	-6.98222788551034
HSPD1	-6.96166460915008
CDK19	-6.96141094234588
CA12	-6.95224607135157
ACSL3	-6.94536150507648
ANKRD30BL	-6.92762583620155
CAMK2D	-6.90097428816155
SDC1	-6.85325203023671
PTK2B	-6.82719327944973
SERP1	-6.8251195663861
SMIM14	-6.79634264773525
SLC11A2	-6.72166890595082
ETS2	-6.70334237362309
GPM6A	-6.69075641899113
ESRRA	-6.68737466808399
SNORA53	-6.67816042379209
RNY1	-6.6530232084562
ITPR2	-6.61802412295847
GSTM3	-6.61342614331482
DDC	-6.5812332973431
RNU2-59P	-6.57846940763265
NFIB	-6.56385998031607
HSPA9	-6.56191124173411
GPC6	-6.51387043365729
CDH1	-6.48858426023156
AK4	-6.47502890357319
DNAAF5	-6.44266383334365
SNHG15	-6.43686082560354
GGT1	-6.4228966657678
ABCC11	-6.37665566950339
FLNB	-6.37616646572944
RAB27B	-6.35566403054378
CNTNAP2	-6.34078558915228
LRPPRC	-6.33835637948793
GDF15	-6.33621247423272
EIF3E	-6.3119220693561
FGF13	-6.30926941334607
EIF3B	-6.3034124095436
PLXNA2	-6.2889699954586
RPL22L1	-6.28388749568448
CD320	-6.28229701779283
DAZAP2	-6.27457032955623
PPP1R14B	-6.26372569533965
TTC6	-6.25075084104033
GUCD1	-6.25049125743029
RPS3A	-6.24008248813979
SOAT1	-6.22897327743365
TSPAN1	-6.209781575322
CD46	-6.18935378488673
ARID5B	-6.17051306868847
RO60	-6.16638629468556
GNPTAB	-6.11417458883294
SELENOI	-6.11198154902199
IRF2BP2	-6.08865043880511
RNU4-1	-6.08111214014317
HBP1	-6.06873479267615
SNORD3A	-6.06777085025882
PSAT1	-6.03208427935083
PUS7	-6.03155992822911
RN7SL4P	-6.01996810159909
RPL10A	-5.98504693655879
TASOR2	-5.96309479099349
ZNF24	-5.92323872884973
BCL6	-5.91522862838556
PART1	-5.90319271140166
CPT1A	-5.90089401057287
TNS3	-5.90059632560421
KAZALD1	-5.89715766938402
GADD45G	-5.88321972667817
SLCO5A1	-5.86036066104703
DPY19L3	-5.8588469766405
EIF5A	-5.85645061931909
CALD1	-5.85010684174357
NOP16	-5.82937664719033
SLC25A37	-5.81670691544469
CLCN5	-5.77179127147893
ADRA2A	-5.74319280508398
SYCP3	-5.71232783055094
ATP8B1	-5.69018473789174
PFKM	-5.68230360127855
RPS29	-5.68070338428745
FXYD3	-5.6630023767039
WWC1	-5.65893497348249
RNU2-6P	-5.65398169895237
PAWR	-5.64392858710639
TAF1D	-5.63752226689018
RSL1D1	-5.63467417385647
HID1	-5.63180637893805
GULP1	-5.60395165722314
SCARNA5	-5.59458584032844
RPL7	-5.56675664094768
NPM1	-5.5398870782167
AKAP1	-5.53500894094003
LGALSL	-5.5244826112972
CLDN7	-5.49210226233934
RPL24	-5.47533740620317
RPS13	-5.46907142476226
PPP1R3B	-5.46602219238142
RPL10	-5.45020594967066
LIN7A	-5.40989325515041
PLEKHF2	-5.37611564468249
DUS1L	-5.33762855382113
MT-TP	-5.33336723173532
PGK1	-5.33300198712647
LUZP2	-5.33095364266409
RPL35A	-5.30453911532461
GTF3A	-5.30386811173838
VEGFA	-5.29207271829782
IPO7	-5.28990388144084
ID3	-5.28537570036289
TBL1XR1	-5.23184701057308
LDHB	-5.22697249651217
RPL37	-5.21953320836083
AGPAT5	-5.20148793307182
RPSA	-5.19971432736654
RPL32	-5.19839368151381
RPL31	-5.18614766722366
IQANK1	-5.17993031128378
SRPRB	-5.17246670119758
TSKU	-5.16684210973444
TMEM64	-5.16528756611566
HSPE1	-5.14016316309826
EEF1B2	-5.13099573863149
CSRNP2	-5.12581471963235
WSB2	-5.12061437554083
NME1	-5.12034822741677
CCT6A	-5.10903338767435
ABLIM1	-5.10323193637033
NUPR1	-5.09027598509478
APRT	-5.07527421573616
BAIAP2	-5.07018014246821
RPS27A	-5.05679732495993
MAGEA4	-5.03667558184442
VAV3	-4.98282970007588
LARS1	-4.97600103124545
ELOVL6	-4.96306628685772
TMEM123	-4.95529471661748
CCT3	-4.94847080475007
RPS24	-4.94670746553267
DHX15	-4.92066341261222
C11orf54	-4.91251180535945
MYO1A	-4.90948899976066
ATF4	-4.90634864188361
TAGLN2	-4.88467855224178
TMEM33	-4.87902542266396
SRSF1	-4.87641765313262
PLS3	-4.85882987259345
PAPSS1	-4.84262469048647
PLA2G3	-4.83615357960365
GMPR	-4.82070802093433
PSD3	-4.79032819494082
NACA	-4.78012699183538
TFPI	-4.77613076683224
SNHG29	-4.77066420402835
DUSP16	-4.73208242818372
SCAMP1	-4.71665276610859
AHCY	-4.70140174283052
PLPP1	-4.69375378938474
RPL34	-4.6859599483095
UCK2	-4.66752936204416
RPL27	-4.66418691275625
MUC13	-4.63054068414582
RPL5	-4.60272689331513
HOPX	-4.59946507311577
RPS14	-4.58427259096562
RPL35	-4.57099971917127
RPS7	-4.57025253806382
CYP2C8	-4.56832414105063
SETD7	-4.55980763356561
PLA2G7	-4.55856993755021
CYP4F8	-4.55602365561539
GARS1	-4.55382985242817
RPS18	-4.54866423883823
SLC43A1	-4.54191188255677
RPS12	-4.5358003057514
C2orf72	-4.52892970105813
EIF4B	-4.51762849667618
SRPRA	-4.51722758084346
IFRD2	-4.47591648016479
MRPS30	-4.45811074387645
MAT2A	-4.4479568728459
SLC35F2	-4.4450213241718
UAP1	-4.44279290322947
ATP8A1	-4.42091732981153
MRPS25	-4.4053903437931
FGFR3	-4.40282342384992
TMSB10	-4.39784644062441
MB	-4.39206934885351
ERGIC2	-4.39163516718951
MIA3	-4.38023107935604
PEBP1	-4.36890315131806
UQCRH	-4.36165430933903
SCUBE2	-4.35390855145366
SLC44A4	-4.34667352565655
ACP3	-4.33369989043
MYBBP1A	-4.32304105206208
SHMT2	-4.31753057555484
WDR75	-4.30903986954319
SORBS1	-4.30318251226759
RPL18A	-4.28862779014027
TRAF4	-4.2774478265772
DLX1	-4.27728286569725
TKT	-4.27624759996002
WDR12	-4.27129970648211
TXNRD1	-4.26486104180363
SLC9A3R2	-4.26119636217707
EFNA1	-4.25440169358562
ATP5PB	-4.24591337467282
DUSP2	-4.23174301602276
CSNK1A1	-4.2296799935294
MRPL24	-4.22246740085591
CDKN1A	-4.21523675586493
SCARB1	-4.20826330524052
TMEM87B	-4.20392361246957
ELF3	-4.19017740703092
CD2AP	-4.17398304003247
EPHA4	-4.16610900096413
ISG15	-4.15252837726474
MLEC	-4.14670869699544
CAVIN2-AS1	-4.13627349012686
LRATD2	-4.13506355786037
GART	-4.12976563406258
TXNDC16	-4.12967821756688
PTPRJ	-4.10703973291193
C1orf43	-4.10656201940748
SLITRK6	-4.10022379587601
NCAM2	-4.09651867622484
ZNF121	-4.09116954773813
RPL12	-4.08129937017652
MIR17HG	-4.08081540800002
SYBU	-4.08010763117922
MGST1	-4.07834378140604
RPL36	-4.07367377199864
MATK	-4.0611673458419
PLCB4	-4.05063499000953
DOK4	-4.04940518567781
AR	-4.04674850356738
ARFIP2	-4.03586587213051
ST3GAL5	-4.02771933577682
CHDH	-4.02601339774647
RPS23	-4.02397208570136
SNHG1	-4.004415733484
MCRIP2	-3.99805690456209
TOMM20	-3.99643595992539
RPL15	-3.98493743144961
SLAIN2	-3.97658882111977
ZBTB16	-3.97640178410083
LRATD1	-3.97381263239891
PIGA	-3.96974910094973
YBX3	-3.96733205852097
NAAA	-3.95404969021004
NPR3	-3.94640547140322
CLIP1	-3.94384026275239
DOCK8	-3.9065764522543
AMOT	-3.9040430874668
EIF2S3	-3.89960816118542
ADAM15	-3.89952314105194
RMND5A	-3.87673917848476
SERBP1	-3.86469401039622
CHRNA2	-3.85461769642214
PPAT	-3.84239293208346
SGCZ	-3.84100094790186
CDH17	-3.84054184638438
CHD3	-3.83990370183436
F3	-3.83594212063255
HEATR1	-3.83391735609335
RPS4X	-3.82976491059126
ELP5	-3.82827376221248
IL17RD	-3.81264272132071
RPS5	-3.80481674212155
TMEM164	-3.79862109545874
GJB1	-3.79386033381413
TRIM47	-3.78907620173977
PLEKHB2	-3.78143419082496
ABCE1	-3.78011270673268
SMARCD2	-3.7729571568287
FKBP10	-3.77195771087026
RPL13	-3.76973745468425
TENT5C	-3.76797174568867
SCD	-3.76388828662283
RPL26	-3.76358447059918
TSPO	-3.76303536939269
RPS6KA3	-3.75642050014296
SIPA1L2	-3.75636640460499
DKC1	-3.75507753015697
FTO	-3.7535324678393
MDH2	-3.72928605122512
RPL21	-3.72655551596467
TNKS1BP1	-3.71832635594756
FGFR4	-3.702590888054
WDR24	-3.691662392259
RPL4	-3.68010985638495
RPL18	-3.6709838373807
EPHB3	-3.66726302053092
GOLIM4	-3.66568339106606
RPS6	-3.66425630560156
AKR7A3	-3.65765708820566
RPL41	-3.65395605696148
RPS25	-3.6508499543344
TBRG4	-3.64515778829615
CCT2	-3.64512708736831
PRKCD	-3.63633508275809
LPP	-3.6278143500379
ONECUT2	-3.62544132743097
VDAC1	-3.61850148571052
KLKP1	-3.61499500888933
RNU5E-1	-3.59501457558109
TMED2	-3.59368015243712
RPL37A	-3.58208760580567
NRXN1	-3.57658525706197
PPFIA3	-3.56907340095385
KLF4	-3.56672868821929
IGF1	-3.56665123791952
SLC22A3	-3.56607210750893
CPLX2	-3.56053040434516
CLDN11	-3.55873335831101
ASNS	-3.55307980803957
RAMP1	-3.54432124670761
NLN	-3.53933665845105
KARS1	-3.53572424585415
NHSL1	-3.53322261811941
VCAN	-3.5330110097165
ZG16B	-3.51821230340378
RPL14	-3.51408596127625
CRACR2B	-3.51129865289037
IGFBP5	-3.50945307518265
ENTR1	-3.50320889673297
TARS1	-3.50142110673505
RPL23	-3.49804054897072
COA3	-3.49391047938798
RPL22	-3.49008643710867
REPS1	-3.4893274152187
ITGB5	-3.48890580627365
ISOC2	-3.48312109304337
RPL29	-3.48195832932468
ECH1	-3.47308899226721
HNRNPC	-3.47254689914813
RRP15	-3.46465416453147
CHRM1	-3.46038427999493
ALDH1L2	-3.44768953303108
CARNMT1	-3.44624508630829
RPS19	-3.43474901129938
MIR663AHG	-3.42064632231161
SLC17A4	-3.41938439603527
RPS4Y1	-3.41765906536297
SNHG16	-3.4176588225461
VARS1	-3.41566785388274
PON2	-3.41465092973518
SELENOP	-3.41242648439204
BEND4	-3.40556823886324
AFF3	-3.4014546586751
MRPL3	-3.40127488113882
ARHGAP18	-3.40101582571765
RPL6	-3.39979056869344
NOP2	-3.39606534948549
IRS1	-3.39502161108565
EIF3D	-3.3762128968859
WDR17	-3.36863481185231
TMEM184A	-3.36808674469667
NR1H4	-3.36240267397203
IPO5	-3.35471329110241
ATP5MF	-3.35344098245149
RAB3B	-3.35289630674173
RPL27A	-3.35128769898089
TLCD1	-3.34602549836065
RPS8	-3.34569193836558
NLGN1	-3.33545570897906
INHBB	-3.33359628205772
SEMA6A	-3.33227878891926
SNX27	-3.32452793481571
GUCY1A1	-3.32364149726607
RASSF3	-3.32245254719135
FERMT1	-3.31993343285957
HMG20B	-3.31646877851173
GATD3	-3.31608364374285
RASEF	-3.31449613997957
GSTA4	-3.30962602673113
SERF2	-3.30501271695314
MYO1C	-3.29133436950451
AOX1	-3.28968094741591
GLO1	-3.27647161001735
NIBAN1	-3.27359441122155
GABRE	-3.27057992344
SGK2	-3.25935564428342
AAK1	-3.25640744415741
SEMA3C	-3.25525484933735
TIMM8B	-3.24801918437832
RPS20	-3.2471182576478
RPL3	-3.23660442214238
CBS	-3.23548843569669
CUL4A	-3.2311098403094
THOC2	-3.23084064303331
DPH2	-3.22939747493793
FAH	-3.21858578260317
PRR15	-3.21141440059181
UQCRC2	-3.21110248786827
CTDSPL	-3.20790405912884
DPP4	-3.20522433068886
ENC1	-3.20352471833376
RACK1	-3.19591128615684
FMOD	-3.19203686068826
FRK	-3.19076570192939
OPHN1	-3.19010191166796
TRPS1	-3.1855912583001
OGT	-3.18467561181712
CTAG2	-3.17235592217169
POMGNT1	-3.17110893238535
SLC1A3	-3.16581751403659
UGT8	-3.1656622469985
RAN	-3.16470557442216
SLC7A5	-3.16095673371498
NR5A2	-3.15726235903242
TMEM62	-3.15718679149363
EIF4A2	-3.15554549276209
TCP1	-3.15077657375165
FRAS1	-3.14717442928754
AP1S1	-3.14480881189285
UTP20	-3.13488758649669
DESI1	-3.1281940930927
SLC19A2	-3.11818306381266
NAPEPLD	-3.11030929127376
PDCD11	-3.08842383957172
EPRS1	-3.06711396793063
YARS1	-3.06460331909588
TMEM45A	-3.06349039506476
CYB5D1	-3.0563238626903
ETFA	-3.05173789826853
KIF16B	-3.04965101402556
GDI2	-3.04609842389515
SSTR1	-3.0428125753495
SFN	-3.03615432229481
PRDX4	-3.03450360939848
A1CF	-3.0329655202489
PLA2G4F	-3.03253870451799
PTGFR	-3.03140532296343
GTPBP10	-3.01357783352073
GUCY1A2	-3.00837365010477
COL5A2	-3.00598714419733
INSYN1	-3.00018790897796
PLK2	-2.99378060394838
SRRM4	-2.9900283953153
ICAM5	-2.99002503102989
RPS21	-2.98915265023915
ZNG1A	-2.98603601049548
TBC1D30	-2.98126832191169
IMP4	-2.9793166740466
KLHL8	-2.97853688742533
RNU5A-1	-2.97405670036474
RPS11	-2.96458953893023
TENT5A	-2.95714637903908
RPS3	-2.94105534521217
KCNH6	-2.93542838450972
PISD	-2.93512167811009
MXI1	-2.93247494748011
DUSP6	-2.92835068614869
RPS27	-2.92623187213946
COASY	-2.92226980604798
MIPOL1	-2.91603551926456
SEC23A	-2.91164887782251
STOM	-2.91029209455256
DCAF13	-2.91001022944604
CCNG1	-2.90697256155059
PPA1	-2.90244590510103
CX3CL1	-2.90177220877656
MRPL42	-2.89819322687434
RPS9	-2.89189585291425
RPL11	-2.88823117024587
COQ8A	-2.8877842601931
PROB1	-2.88676238502699
DUSP1	-2.88448402678637
NPM3	-2.88104791927364
ATP1B1	-2.88041131089563
ZNF704	-2.8786480931316
EIF3K	-2.87607841947299
SORD	-2.8689513254069
IRX5	-2.86627534790926
BTF3	-2.86336607135174
DMAC1	-2.86307774532234
CDC42EP1	-2.86293080462468
SLC6A15	-2.85852343156599
TOX3	-2.82666151532094
ESRP2	-2.82573130280507
TWNK	-2.8231651528206
MARS1	-2.82158040266619
PSMA5	-2.81542798821745
FNBP1L	-2.81310291690263
TOMM22	-2.80037844811047
RNF185	-2.79602213699614
MTUS1	-2.79552864641787
PTP4A1	-2.78723717506243
CCSER1	-2.7847682815019
MID1IP1	-2.78241694978907
TMEM167A	-2.78088658998984
CCT5	-2.7775769684218
RAB17	-2.77722708517982
SET	-2.77285685012742
TSR1	-2.76899276233795
GDNF	-2.76331228174268
ARHGAP6	-2.7614626108297
SCP2	-2.75640160056963
ATP5ME	-2.75238357459105
ZNF460	-2.75093032422382
ZDHHC9	-2.7464625015513
ATP5F1A	-2.74599737947631
BAG1	-2.74172806541867
SDHD	-2.74170389631258
SLC29A1	-2.73914406745462
NEDD4L	-2.73090326760412
GPATCH4	-2.73025105143887
ITPA	-2.72202859954884
RPLP2	-2.72180660043466
MTARC1	-2.72082446274735
SLC16A1	-2.71765799337053
MFSD4A	-2.71192127936117
PRKAA2	-2.71126404535855
COMTD1	-2.71040303834004
CAT	-2.7096883423311
TMED3	-2.70852405707768
NT5DC3	-2.70456264687581
LRRC75B	-2.69755596845218
GTPBP4	-2.69645153354034
S100A6	-2.69540453345587
CUL4B	-2.69398451696992
YWHAG	-2.69346199390816
COX7C	-2.68348344923609
TDRD6	-2.68257879605745
PYGL	-2.6760630406598
RAB4A	-2.67464525869947
TRNP1	-2.67408365375468
SLC2A12	-2.66470407367648
COX5B	-2.65896397175993
GRPEL1	-2.65180397618738
TRMT61A	-2.64681584485418
MRTO4	-2.64242696213201
HAGHL	-2.64222236676512
CYB561	-2.63777951046891
ECHS1	-2.63428839415044
MET	-2.63419371224886
LINC00511	-2.63331614043013
SUCLG1	-2.63316959394159
TUNAR	-2.63284754049544
MRPL32	-2.63028531834527
AIFM1	-2.62294223050931
RPL7A	-2.61890505835211
OSBPL5	-2.61527797099241
NDUFA5	-2.61511598246717
ATAD3A	-2.61322227977628
NIPAL3	-2.60633136096714
DDAH1	-2.60546161038973
TRIB3	-2.60410729248013
PUM3	-2.5976411735354
IMPDH1	-2.59715080974421
PNPT1	-2.5923471284735
CASZ1	-2.59144064102154
SI	-2.59021224551768
METTL8	-2.58222316247412
CAB39L	-2.58210807848999
HDGF	-2.58165669180837
CMBL	-2.5815093174365
ATP5F1E	-2.57958880569458
SCARNA21	-2.5789696318591
CRYBG1	-2.57121489280734
CSRNP1	-2.56690348951214
DDIT4	-2.56027029857338
KLF15	-2.5580092108595
MRRF	-2.55234966365663
ENAH	-2.55164953277944
PLPP3	-2.55152275991123
CRIP2	-2.5507825397677
ZNF124	-2.55054274018735
LINC02985	-2.54835369492953
RPL23A	-2.5479178245757
NDUFA4	-2.54557957696733
RPL38	-2.54246567496774
TIMM17A	-2.54130853759726
RPL8	-2.53955534240205
DGAT2	-2.53747521899034
SARS1	-2.53355603382381
HSH2D	-2.53086421003106
WNT10B	-2.52998098213359
PPARGC1B	-2.52867432190766
CDH7	-2.52757885345322
EPN3	-2.52744898016972
TMEM45B	-2.52472014433786
VPS13C	-2.52444193483717
ACSL1	-2.51737603044523
FZD3	-2.50449898180789
RPL19	-2.49576520205857
ANG	-2.49560876178738
UGT2B4	-2.49144148103825
SAP30	-2.4882990871786
DEPTOR	-2.48750437030044
MTHFD2	-2.48230795516746
TC2N	-2.48117206059203
CA11	-2.48029997291199
TRNT1	-2.47282484583518
TRPM4	-2.47008076337882
DCXR	-2.46679140398828
RRP12	-2.46316177968265
GABRA1	-2.46156664608111
TMEM141	-2.45850437711675
USP3	-2.45820583566088
SHLD2	-2.45468923351849
GALNT1	-2.4544976746752
JTB	-2.4450550558393
CRNDE	-2.43750763352452
IMMP2L	-2.43348574081015
RELN	-2.43169253994463
ADCY6	-2.42654667877896
PROCR	-2.42476254808243
PHB2	-2.42253209452812
CHST3	-2.41850620123258
CANT1	-2.41755502170276
ATP5MC1	-2.40933404425257
LRRFIP1	-2.39959442938903
ELK4	-2.39465716031322
SMCO4	-2.39296098044352
ZBTB37	-2.39231402977249
CORO1B	-2.3892700619089
IL1R2	-2.38645868721362
SFXN4	-2.38628264869259
EEF1A2	-2.37096708376264
BAZ1A	-2.3699950132921
RPL39	-2.3696943281666
RABGGTB	-2.36215951992518
AK2	-2.35961448784342
PALMD	-2.35720614548641
ZNF146	-2.35607945665797
PICK1	-2.35575429027943
COPZ1	-2.35386033251282
PPIF	-2.35366467840808
UQCRQ	-2.3512045038171
SNORA74A	-2.34685343203081
PHB1	-2.34559609850407
PTCHD1	-2.33953529540653
PROM2	-2.33773389036128
RFLNA	-2.33344717057946
PPFIA2	-2.32881535730614
CTNNA2	-2.32653211646398
PRKG1	-2.32440874539106
SAPCD2	-2.32363655679738
ALDH1B1	-2.32135765363367
ADD3	-2.32039199815741
DCAF6	-2.31914388236978
AEN	-2.31593905310492
TNS2-AS1	-2.31416179125474
SNORA23	-2.31074907269316
FAHD1	-2.3061678957568
POLR1B	-2.29890489160477
TANC1	-2.29669833455139
FAM216A	-2.29329563705766
CCT8	-2.29252042818696
SNU13	-2.29233479829263
COX4I1	-2.28119195624075
STC2	-2.26842517372356
RPL13A	-2.2679950199679
AP5M1	-2.26720782111741
GHITM	-2.26550119709216
KCNK5	-2.26014687821637
DGKZ	-2.25671160538695
HK1	-2.25593435632124
ALPL	-2.24868281669831
ZNF789	-2.24700748714473
NOP58	-2.24538325771958
CGN	-2.23968820119939
PRMT1	-2.23835823970499
CRNKL1	-2.23782013531848
RPS15A	-2.23230378604962
MSI2	-2.23156687427849
C9orf152	-2.22966316897625
PEX5	-2.2280414789459
RPGRIP1L	-2.22541603407619
WDR55	-2.22433535756236
ZNF503-AS2	-2.21887453768129
MEST	-2.21478777701427
IGSF9	-2.21320290648334
NT5E	-2.21083687160718
COL27A1	-2.20966073906118
YBX1	-2.20920474274404
RFK	-2.20768195875028
SH3PXD2A	-2.20313043106729
BCAM	-2.20186819618262
GEMIN5	-2.1976814567745
CSRP2	-2.19760045388085
DPYSL3	-2.19601720788365
CDK6	-2.19110833180902
PHGDH	-2.18793229373029
MARCKSL1	-2.18311311084829
GRHL2	-2.18185039979103
ECE1	-2.17995978821056
NOP56	-2.17629880351039
SLC22A23	-2.17385869181659
TMTC1	-2.17140294039895
EDA	-2.16577500306374
TYRO3	-2.16336177332528
RNU5B-1	-2.16268380680283
LIMCH1	-2.16187964332682
LARP4	-2.15938636786052
GPR162	-2.15624083714402
EPS8L1	-2.15369831210967
SYNCRIP	-2.15185451825235
RIOX2	-2.15142966115469
COX7B	-2.14615465002062
BCAT1	-2.14184554845235
